"""6639c033647e53b594533c8d""","ACM Conference on Applications, Technologies, Architectures, and Protocols for Computer Communication",https://conferences.sigcomm.org/sigcomm/2024/,https://conferences.sigcomm.org/sigcomm/2023/,https://conferences.sigcomm.org/sigcomm/2023/workshop-ebpf.html,https://conferences.sigcomm.org/sigcomm/2023/cf-posters.html,https://conferences.sigcomm.org/sigcomm/2024/cfp/,
"""6639c03c647e53b594533c95""",ACM Conference on Embedded Networked Sensor Systems,http://sensys.acm.org/2023/,http://sensys.acm.org/2023/program/,http://sensys.acm.org/2023/cfp/,http://sensys.acm.org/2023/demos/,https://sensys.acm.org/2024/cfp/,
"""6639c048647e53b594533ca3""",ACM International Conference on Emerging Networking Experiments and Technologies,"https://www.sigcomm.org/events/conext-conference#:~:text=CoNEXT'24%2C%20Los%20Angeles%2C,%2C%209%2D12%20December%202024.",https://conferences.sigcomm.org/co-next/2024/,https://conferences.sigcomm.org/co-next/2023/,"https://www.acm.org/publications/proceedings#:~:text=ACM%20and%20its%20Special%20Interest,listing%20of%20ACM's%20Conference%20Proceedings.",https://conferences.sigcomm.org/co-next/2024/#!/home,
"""6639c075647e53b594533cd5""",ACM Special Interest Group on Management of Data Conference,https://www.acm.org/special-interest-groups/sigs/sigmod,https://sigmod.org/,https://2024.sigmod.org/,https://2023.sigmod.org/,https://2024.sigmod.org/calls_papers_sigmod_research.shtml,
"""6639c079647e53b594533cd9""","ACM Symposium on Access Control Models and Technologies (previously ACM Workshop on Role-Based Access Control, RBAC, changed in 2000)",https://www.sigsac.org/sacmat.html,https://www.researchgate.net/publication/294639522_Proceedings_of_ACM_Symposium_on_Access_Control_Models_and_Technologies_SACMAT_Foreword,https://resurchify.com/conference_ranking_details.php?id=803,https://publications.cispa.saarland/3947/,https://www.sacmat.org/2024/call-for-papers.php,
"""6639c081647e53b594533ce1""",ACM Symposium on Principles of Distributed Computing,https://www.podc.org/,https://www.podc.org/podc2024/,https://www.podc.org/podc2024/call-for-papers/,https://www.podc.org/about/,https://www.podc.org/podc2024/call-for-papers/,link3
"""6639c1686e0c3f3fe99c55fd""",ACM-SIGRAPH Interactive 3D Graphics and Games,https://i3dsymposium.org/2024/,https://i3dsymposium.org/2023/cfp.html,"https://www.prnewswire.com/news-releases/siggraph-2024-seeks-inventive-imaginative-content-for-next-age-of-computer-graphics-302049552.html#:~:text=Returning%20to%20our%20origin%20state,%2C%2028%20July%E2%80%931%20August.","https://chapters.siggraph.org/wp/about/acronyms/#:~:text=ACM%20SIGGRAPH%20Chapters.-,ACM%20SIGGRAPH,currently%20has%2035%20different%20SIGs.",https://i3dsymposium.org/2024/index.html,
"""6639c16e6e0c3f3fe99c5603""","ACM/IEEE International Conference on Modelling, Analysis and Simulation of Wireless and Mobile Systems",https://mswimconf.com/,http://mswimconf.com/2022/,http://www.cs.unibo.it/mswim2008/,"https://www.openresearch.org/wiki/MobiSys#:~:text=Contents,-%5Bhide%5D&text=ACM%20International%20Conference%20on%20Mobile%20Systems%2C%20Applications%2C%20and%20Services%20(,last%205%20years%2019.8%25).",https://mswimconf.com/2023/,
"""6639c1736e0c3f3fe99c5609""",ACM/SIAM Symposium on Discrete Algorithms,https://www.siam.org/conferences/cm/conference/soda24,https://www.siam.org/conferences/cm/program/accepted-papers/soda24-accepted-papers,https://www.siam.org/conferences/cm/submissions-and-deadlines/soda24-submissions-deadlines,https://evoq-eval.siam.org/conferences/cm/program/soda24,https://www.siam.org/conferences/cm/conference/soda24,link1
"""6639c04d647e53b594533ca9""",ACM International Conference on Knowledge Discovery and Data Mining,https://www.kdd.org/,https://kdd2024.kdd.org/,https://kdd.org/kdd2023/index.html,https://kdd.org/conferences,https://kdd2024.kdd.org/research-track-call-for-papers/,
"""6639c05e647e53b594533cbb""",ACM International Symposium on High Performance Distributed Computing,https://www.hpdc.org/2023/,https://www.hpdc.org/2024/,https://www.hpdc.org/2024/calls-cfp.html,https://www.hpdc.org/2024/calls-phd.html,https://www.hpdc.org/2024/calls-cfp.html,link3
"""6639c060647e53b594533cbd""",ACM International Wireless Communications and Mobile Computing Conference,https://iwcmc.net/2024/index.php,https://iwcmc.net/2024/Symposia.php,https://iwcmc.net/2024/Workshops.php,https://iwcmc.net/2024/registration.php,https://iwcmc.net/2024/index.php,link1
"""6639c061647e53b594533cbf""",ACM Multimedia,https://2024.acmmm.org/,https://2024.acmmm.org/important-dates,https://2024.acmmm.org/regular-papers,https://2024.acmmm.org/major_differences,https://2024.acmmm.org/,link1
"""6639c063647e53b594533cc1""",ACM SIG International Conference on Computer Graphics and Interactive Techniques,https://www.siggraph.org/,https://s2024.siggraph.org/,https://s2023.siggraph.org/,https://www.siggraph.org/siggraph-events/conferences/,https://s2024.siggraph.org/program/technical-papers/,
"""6639c07d647e53b594533cdd""",ACM Symposium on Document Engineering,https://doceng.org/,http://www.documentengineering.org/doceng2024,https://doceng.org/doceng2023,http://www.documentengineering.org/doceng2024/cfp,https://www.documentengineering.org/doceng2024,link2
